lon,lat,type,a
-88.4,37.6,GR,0.86305000
-88.3,37.6,GR,0.71927000
-89.3,37.7,GR,0.31913000
-89.2,37.7,GR,0.30217000
-89.1,37.7,GR,0.29133000
-89.0,37.7,GR,0.30271000
-88.9,37.7,GR,0.36067000
-88.8,37.7,GR,0.48910000
-88.7,37.7,GR,0.68831000
-88.6,37.7,GR,0.90749000
-88.5,37.7,GR,1.0499000
-89.3,37.8,GR,0.26516000
-89.2,37.8,GR,0.24204000
-89.1,37.8,GR,0.23052000
